640105090972536832	messi	1
640105606733537280	messi	1
640109036717735937	messi	0
640110364424847360	messi	0
640119197268180992	messi	0
640144480234897408	messi	2
640198209281880064	messi	1
640220013924737024	messi	1
640237048960561152	messi	1
640251822322532352	messi	1
640258412828336128	messi	1
640301430704852992	messi	0
640327401524842496	messi	1
640345510901972992	messi	0
640455441403768834	messi	1
640456925285609472	messi	1
640477752961986560	messi	0
640478195431657472	messi	1
640499446669701121	messi	0
640508734439993344	messi	1
640613885452488705	messi	1
640618277249675264	messi	0
640639272719122433	messi	1
640694378307031041	messi	0
640713164930154496	messi	1
640716398671605760	messi	1
640722844372963328	messi	1
640756974972465152	messi	1
640767448380272645	messi	1
640825170157039616	messi	1
640933810616582144	messi	1
640935618864918528	messi	1
640942575055175681	messi	0
640944405311029248	messi	1
640960497341218817	messi	1
640976514834542592	messi	1
641032389288787968	messi	1
641060494430699520	messi	2
641115158887051264	messi	2
641188634763378688	messi	1
641189029950672900	messi	1
641217303040892928	messi	1
641255622776741889	messi	0
641282176135360512	messi	1
641288744797138944	messi	1
641299590021562368	messi	1
641350840784023553	messi	1
641363371145588736	messi	1
641366810193883136	messi	1
641436853879599104	messi	1
641440575489765376	messi	1
641441420893515776	messi	1
641444474254716928	messi	0
641450526723448832	messi	2
641453060263272448	messi	0
641453765657276416	messi	0
641454276854857728	messi	1
641455900096598016	messi	0
641467448055611393	messi	1
641467823424978944	messi	1
641467903150194688	messi	1
641469128990191616	messi	1
641469238968893440	messi	1
641469365360066561	messi	-1
641469875685163008	messi	0
641471152347480065	messi	1
641478710017716224	messi	1
641497788979789824	messi	1
641507686773714944	messi	0
641511064186650624	messi	0
641513432664121344	messi	0
641519422708969472	messi	0
641521840352063488	messi	1
641537106511204352	messi	1
641558735698153472	messi	1
641558874085003264	messi	1
641567256338542592	messi	1
641575729881292800	messi	1
641596707495673857	messi	1
641605871286358020	messi	1
641624971861602304	messi	1
641632988048953344	messi	2
641639275054931968	messi	-1
641664395236536321	messi	0
628795414175571968	metlife	1
628795565350998017	metlife	0
628797247287758848	metlife	1
628798619072663552	metlife	1
628802795768918016	metlife	1
628818042030460928	metlife	2
628824711842037760	metlife	2
628824893338091520	metlife	1
628858362357116928	metlife	1
628915672878223361	metlife	-1
628916952895885312	metlife	0
628944539429011456	metlife	0
628968320851660800	metlife	0
628986193049481216	metlife	0
629015048330084352	metlife	1
629048170333405184	metlife	1
629048875156959232	metlife	1
629051270528172032	metlife	1
629062416454823936	metlife	-1
629079742944309248	metlife	-1
629080987000025088	metlife	1
629085690031153156	metlife	1
629089564330721280	metlife	1
629090978616483840	metlife	0
629094944481935360	metlife	1
629122586920685568	metlife	1
629170329609482240	metlife	1
629172921035059200	metlife	1
629183719966949377	metlife	1
629190773435703296	metlife	0
629331648929222656	metlife	0
629374817012195328	metlife	0
629468138212601856	metlife	1
629476089837002752	metlife	0
629493001249800192	metlife	1
629527291035566080	metlife	1
629753926921945088	metlife	0
629771742744039424	metlife	0
629789335123066880	metlife	1
629791787448692736	metlife	0
629798295590666240	metlife	1
629830157247885312	metlife	1
629871654781325312	metlife	1
630087076223000576	metlife	1
630136669086334976	metlife	1
630172568868270080	metlife	1
630209997176180736	metlife	0
630216583835742208	metlife	1
630224972003287040	metlife	0
630399039364820992	metlife	0
630421104889319424	metlife	1
630459592741363713	metlife	1
630534382747549696	metlife	1
630763875936374784	metlife	1
630879991820107776	metlife	1
630880645959409664	metlife	1
631153745053679616	metlife	1
631226630904651776	metlife	1
631543249031819264	metlife	1
631588786380664832	metlife	1
631895213741621248	metlife	1
631967266616266752	metlife	1
631984779823591424	metlife	1
632226904473530368	metlife	1
632309720209080320	metlife	1
632326452667482112	metlife	1
632349185971392512	metlife	1
632823882584588288	metlife	1
633378480386932737	metlife	1
633393470502227968	metlife	1
634021249283420161	metlife	1
634061328550883328	metlife	1
634184470338383873	metlife	1
634353168596340736	metlife	0
634355631940612097	metlife	1
634372935541592065	metlife	0
634412669727047681	metlife	1
634762357563129857	metlife	0
634800750833594368	metlife	0
634902054562086912	metlife	0
635129647747989504	metlife	0
635460536445063168	metlife	0
635599514556956672	metlife	1
635658990123360258	metlife	1
636324904258904065	metlife	1
636714456546975744	metlife	1
637340624031604736	metlife	-1
637342059519680513	metlife	-1
637691185100947456	metlife	1
637874723288936448	metlife	1
638382158420307968	metlife	1
638533993344864256	metlife	1
639166904813223937	metlife	1
639295526995890177	metlife	1
639804828739346432	metlife	1
639855845958885376	metlife	1
639979760735662080	metlife	0
640196838260363269	metlife	0
640975710354567168	metlife	0
641034340068143104	metlife	1
